Indus ID,Ref. No,District,Survey  Date,Site Category,Tower Type,Existing no Of Poles,Tower  Config,Tower Height,Normal,EB Phase,EB Availability (Hours),A/C-1(TR),Site  type,DG/NonDG,Static DG-Kva,Static  DG-Make,SMPS 1 Make,SMPS Module Capacity(W),No. of BB Connected to the SMPS,Opco Present,Tenancy,Final Telecom Load (in KW)
IN-1314265,RRL,Amravati,2022-02-23,OD with DG,GBM,0,Tubular,40,Normal,3,14,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL,1,2.417748
IN-1760759,RRES,Aurangabad,2022-02-24,OD without DG,GBT,0,Angular,40,Normal,1,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.99692
IN-1316051,RRES,Bhandara,2022-02-24,OD with DG,GBT,0,Angular,40,Normal,3,24,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,Reliance Jio,1,2.663304
IN-1333701,RRES,Kolhapur,2022-02-24,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Eicher,NexGen Delta,4000,1,VIL,1,1.76692
IN-1053843,RRES,Gadchiroli,2022-02-24,Natural Cooling with DG,GBT,0,Tubular,55,Hub,3,20,NCU,COD,DG,15,Eicher,Emerson,3200,1,Airtel,1,3.6828
IN-1249234,RRES,Aurangabad,2022-02-24,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,16,NCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel Reliance Jio,2,6.74971
IN-1052215,RRES,Akola,2022-02-24,OD without DG,GBT,0,Tubular,40,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,IIPMS Delta,4000,1,Airtel Reliance Jio,2,6.6817
IN-1108310,RRES,Aurangabad,2022-02-24,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,15,Mahindra,Emerson,3200,2,VIL Reliance Jio,2,5.4742
IN-1092104,RRES,Solapur,2022-02-24,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,15,Mahindra,Emerson,3200,1,Airtel VIL,2,5.59886
IN-1254818,RRL,Nanded,2022-02-24,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Mahindra,Emerson,3200,1, Airtel VIL Reliance Jio,3,4.5144
IN-1237577,RRL,Nanded,2022-02-24,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,5.2216
IN-1255945,RRL,Nanded,2022-02-24,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,18,NCU,COD,DG,15,Kirloskar,NexGen Emerson,4000,1,VIL Reliance Jio,2,3.52573
IN-1110810,RRL,Parbhani,2022-02-24,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,8,NCU,COD,DG,25,Mahindra,Emerson,3200,1, Airtel VIL Reliance Jio,3,6.42867
IN-1284149,RRL,Hingoli,2022-02-24,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Eicher,Delta,4000,1,VIL Reliance Jio,2,4.66032
IN-1024571,RRL,Nanded,2022-02-24,Natural Cooling with DG,GBT,0,Angular,60,Hub,3,12,NCU,COD,DG,15,Eicher,Delta,4000,1,VIL,1,1.566
IN-1125338,RRL,Nanded,2022-02-24,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,10,NCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,6.43552
IN-1024145,RRL,Nanded,2022-02-24,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,10,NCU,COD,DG,15,Eicher,Delta,4000,1,VIL Reliance Jio,2,4.3146
IN-1117783,RRL,Nanded,2022-02-24,OD with DG,GBT,0,Tubular,50,Hub,3,8,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL,1,1.17175
IN-1303888,RRL,Akola,2022-02-24,OD with DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,DG,25,Eicher,Delta,4000,2,Airtel VIL,2,9.719232
IN-1284277,RRL,Nanded,2022-02-24,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL,1,1.22515
IN-1243280,RRL,Parbhani,2022-02-24,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,8,NCU,COD,DG,15,Mahindra,Delta,4000,1,VIL Reliance Jio,2,6.108984
IN-1255573,RRL,Parbhani,2022-02-24,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,8,NCU,COD,DG,15,Kirloskar,Delta,4000,2,VIL Reliance Jio,2,3.749221
IN-1284147,RRL,Hingoli,2022-02-24,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,3.698511
IN-1092992,RRL,Hingoli,2022-02-24,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,18,NCU,COD,DG,25,Kirloskar,Delta,4000,1, Airtel VIL Reliance Jio,3,6.898434
IN-1250953,RRL,Hingoli,2022-02-24,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Kirloskar,Delta,4000,1, Airtel VIL Reliance Jio,3,6.562064
IN-1284137,RRL,Nanded,2022-02-24,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Kirloskar,NexGen Emerson,4000,1,VIL,1,1.06133
IN-1248232,RRL,Hingoli,2022-02-24,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,VIL Reliance Jio,2,3.45075
IN-1255171,RRL,Hingoli,2022-02-24,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,25,Mahindra,Delta,4000,1, Airtel VIL Reliance Jio,3,7.447432
IN-1282174,RRES,Buldhana,2022-02-25,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,10,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,5.037648
IN-1024378,RRES,Nagpur,2022-02-25,Natural Cooling with DG,GBT,0,Angular,60,Hub,3,22,NCU,COD,DG,25,Mahindra,Emerson,3200,1,VIL BSNL Reliance Jio,3,6.102
IN-1293687,RRES,Parbhani,2022-02-25,OD without DG,GBT,0,Angular,40,Normal,3,10,Non AC,OD,Non DG,Non DG,Non DG,IIPMS Delta,4000,1,VIL,1,3.591072
IN-1052451,RRL,Parbhani,2022-02-25,OD with DG,GBT,0,Tubular,40,Normal,3,8,Non AC,OD,DG,25,Mahindra,Delta,4000,1,Airtel VIL,2,6.358347
IN-1253817,RRL,Parbhani,2022-02-25,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,8,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,2,VIL Reliance Jio,2,3.46107
IN-1253489,RRL,Parbhani,2022-02-25,OD with DG,GBT,0,Angular,50,Normal,3,8,Non AC,OD,DG,15,Eicher,Emerson,3200,1,VIL Reliance Jio,2,3.99296
IN-1095148,RRES,Nagpur,2022-02-25,ID+OD with 3.5TR,GBT,0,Angular,50,Hub,3,22,3.5,ID AC,DG,25,Mahindra,Emerson,3200,2,VIL BSNL Reliance Jio,3,6.49536
IN-1232579,RRL,Yavatmal,2022-02-25,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,10,NCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,3.0348
IN-1248235,RRL,Yavatmal,2022-02-25,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,10,NCU,COD,DG,15,Mahindra,Delta,4000,1,VIL Reliance Jio,2,2.9268
IN-1331890,RRL,Yavatmal,2022-02-25,OD without DG,GBT,0,Angular,40,Normal,3,12,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,VIL,1,0.7722
IN-1066590,RRL,Amravati,2022-02-25,OD with DG,GBT,0,Tubular,40,Hub,3,16,Non AC,OD,DG,15,Mahindra,Delta,4000,1,Airtel VIL,2,4.07115
IN-1236994,RRL,Amravati,2022-02-25,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,15,Mahindra,Emerson,3200,2,Airtel VIL,2,4.0034
IN-1092342,RRL,Hingoli,2022-02-25,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Delta,4000,2,VIL Reliance Jio,2,3.7605
IN-1093472,RRL,Akola,2022-02-25,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,15,Eicher,Emerson,3200,1,VIL Reliance Jio,2,3.7814
IN-1243932,RRL,Akola,2022-02-25,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,19,NCU,COD,DG,25,Eicher,Delta,4000,2,VIL Reliance Jio,2,3.20574
IN-1257250,RRL,Buldhana,2022-02-25,Natural Cooling with DG,GBT,0,Angular,60,Normal,3,20,NCU,COD,DG,15,Kirloskar,NexGen Delta,4000,1,VIL,1,0.874192
IN-1285063,RRES,Ratnagiri,2022-02-26,OD with DG,GBT,0,Angular,60,Normal,3,20,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,5.3192
IN-1293690,RRES,Sangli,2022-02-26,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,18,NCU,COD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,4.7042
IN-1340060,RRES,Solapur,2022-02-26,OD without DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,VIL,1,3.84744
IN-1311296,RRL,Ahmednagar,2022-02-26,OD with DG,GBT,0,Angular,40,Normal,3,16,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,1,Airtel VIL,2,4.7034
IN-1388327,RRL,Ahmednagar,2022-02-26,OD without DG,RTP,2,Tubular,9,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.67637
IN-1054255,RRL,Ahmednagar,2022-02-26,Natural Cooling with DG,RTT,0,Tubular,12,Normal,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2,Airtel VIL BSNL,3,8.24711
IN-3001130,RRL,Nashik,2022-02-26,OD without DG,RTT,0,Angular,15,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.25856
IN-3000343,RRL,Hingoli,2022-02-26,OD without DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.8872
IN-3001744,RRL,Pune,2022-02-26,OD without DG,GBT,0,Angular,40,Normal,1,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.1946
IN-1378374,RRL,Jalgaon,2022-02-26,OD without DG,RTT,0,Angular,15,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,2.310594
IN-1332014,RRL,Goa,2022-02-26,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,2,Airtel VIL,2,4.6602
IN-1342164,RRL,Nandurbar,2022-02-26,OD without DG,RTT,0,Angular,15,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel VIL,2,4.708242
IN-1652221,RRL,Nandurbar,2022-02-26,OD without DG,RTT,0,Angular,15,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.530544
IN-1667354,RRL,Pune,2022-02-26,OD without DG,GBM,0,Tubular,30,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.9075
IN-1536450,RRL,Pune City,2022-02-26,OD without DG,GBT,0,Tubular,40,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel,1,1.66221
IN-3003449,RRL,Pune,2022-02-26,OD without DG,GBT,0,Angular,40,Normal,3,16,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.9906
IN-1255459,RRL,Hingoli,2022-02-26,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Kirloskar,Delta,4000,2,VIL Reliance Jio,2,3.743784
IN-1054389,RRL,Pune City,2022-02-26,OD with DG,RTT,0,Tubular,12,Hub,3,20,Non AC,OD,DG,15,Ashok Leyland,IIPMS Delta,4000,1,Airtel,1,3.3245
IN-1054663,RRL,Wardha,2022-02-26,Natural Cooling with DG,RTT,0,Tubular,21,Hub,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,2,Airtel Reliance Jio,2,7.90854
IN-1813913,RRL,Amravati,2022-02-26,OD without DG,RTT,0,Angular,15,Normal,3,24,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.95912
IN-1378395,RRL,Buldhana,2022-02-26,OD without DG,RTT,0,Angular,15,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.63856
IN-1652743,RRL,Satara,2022-02-26,OD without DG,GBT,0,Tubular,40,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel,1,1.649781
IN-3000345,RRL,Satara,2022-02-26,OD without DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.52124
IN-1093442,RRL,Satara,2022-02-26,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,16,NCU,COD,DG,15,Ashok Leyland,Emerson,3200,1,Airtel Reliance Jio,2,4.16925
IN-1275689,RRL,Satara,2022-02-26,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,NexGen Emerson,4000,2,Airtel VIL,2,6.06864
IN-1388800,RRL,Thane,2022-02-26,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.4769
IN-1300605,RRL,Thane,2022-02-26,OD without DG,RTP,4,Tubular,6 9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel VIL,2,4.542792
IN-1066512,RRL,Thane,2022-02-26,Natural Cooling with DG,GBT,0,Tubular,40,Normal,3,16,NCU,COD,DG,25,Kirloskar,Delta,4000,2,Airtel VIL,2,5.261548
IN-1295013,RRL,Thane,2022-02-26,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,25,Mahindra,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,8.61833
IN-1092754,RRES,Jalgaon,2022-02-27,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL,1,4.06164
IN-3000526,RRL,Amravati,2022-02-27,OD without DG,GBM,0,Tubular,30,Normal,3,24,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.1385
IN-1543911,RRL,Sangli,2022-02-27,OD without DG,RTT,0,Angular,12,Normal,1,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.6926
IN-1378206,RRL,Sangli,2022-02-27,OD without DG,RTT,0,Angular,18,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.9215
IN-1052541,RRL,Jalgaon,2022-02-27,Natural Cooling with DG,GBT,0,Tubular,40,Hub,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1, Airtel VIL Reliance Jio,3,6.418345
IN-1745798,RRL,Nagpur,2022-02-27,OD without DG,GBM,0,Tubular,40,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel VIL,2,4.1652
IN-1330361,RRL,Nagpur,2022-02-27,OD with DG,COW,0,Angular,30,Normal,3,22,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,2,Airtel VIL Reliance Jio BSNL,4,8.36882
IN-1497503,RRL,Jalgaon,2022-02-27,OD without DG,RTP,2,Tubular,9,Normal,1,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.14492
IN-1835439,RRL,Thane,2022-02-27,OD without DG,GBT,0,Angular,40,Normal,1,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.299472
IN-1250549,RRL,Jalgaon,2022-02-27,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,10,Mahindra,Delta,4000,1,Airtel,1,1.46809
IN-1077749,RRL,Jalgaon,2022-02-27,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,18,NCU,COD,DG,25,Kirloskar,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,6.03636
IN-1237961,RRL,Thane,2022-02-27,OD with DG,GBT,0,Angular,30,Normal,3,18,Non AC,OD,DG,15,Kirloskar,Delta,4000,1,Airtel VIL,2,4.89968
IN-1326111,RRL,Thane,2022-02-27,OD without DG,RTP,4,Tubular,9 1.5,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,2,Airtel VIL,2,10.773
IN-1069774,RRL,Thane,2022-02-27,FCU with DG,GBT,0,Angular,40,Normal,3,18,FCU,COD,DG,15,Kirloskar,Delta,4000,1,Airtel VIL,2,4.238969
IN-1024290,RRES,Beed,2022-02-28,ID+OD with 4TR,GBT,0,Angular,40,Hub,3,16,4,ID AC,DG,25,Mahindra,Delta,4000,1,VIL,1,3.59916
IN-1025139,RRES,Yavatmal,2022-02-28,Natural Cooling with DG,RTT,0,Angular,24,Normal,3,16,NCU,COD,DG,15,Kirloskar,Delta,4000,2,VIL,1,5.4216
IN-1498937,RRL,SOLAPUR,2022-02-28,OD without DG,GBM,0,Tubular,30,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.0786
IN-1388671,RRL,Kolhapur,2022-02-28,OD without DG,RTP,3,Tubular,3,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.42528
IN-1536441,RRL,Ahmednagar,2022-02-28,OD without DG,GBT,0,Tubular,40,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel,1,1.67958
IN-1980556,RRL,Latur,2022-02-28,OD without DG,GBT,0,Angular,40,Normal,3,12,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.30056
IN-1488759,RRL,Sangli,2022-02-28,OD without DG,RTT,0,Angular,15,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.84481
IN-1498834,RRL,Sangli,2022-02-28,OD without DG,RTT,0,Angular,15,Normal,1,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.411408
IN-1974227,RRL,Pune,2022-02-28,OD without DG,GBT,0,Tubular,40,Normal,1,16,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel,1,1.4144
IN-1086260,RRL,Satara,2022-02-28,OD with DG,GBT,0,Tubular,50,Hub,3,16,Non AC,OD,DG,15,Eicher,NexGen Emerson,4000,1,Airtel,1,3.3633
IN-1497157,RRL,SOLAPUR,2022-02-28,OD without DG,GBM,0,Tubular,30,Normal,1,16,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.9646
IN-1568186,RRL,Amravati,2022-02-28,OD without DG,GBM,0,Tubular,30,Normal,3,24,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.45125
IN-1550359,RRL,Akola,2022-02-28,OD without DG,RTT,0,Angular,12,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.67865
IN-1384458,RRL,Chandrapur,2022-02-28,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.3056
IN-1652250,RRL,Ahmednagar,2022-02-28,OD without DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.8564
IN-1024833,RRL,Nashik,2022-02-28,Natural Cooling with DG,RTT,0,Angular,21,Hub,3,16,NCU,COD,DG,15,Kirloskar,Delta,4000,2,VIL,1,4.24476
IN-1054767,RRL,Nashik,2022-02-28,OD with DG,RTT,0,Tubular,15,Hub,3,18,Non AC,OD,DG,25,Mahindra,Delta,4000,2,Airtel VIL,2,7.85694
IN-1285680,RRL,Aurangabad,2022-02-28,OD with DG,RTP,3,Tubular,9,Normal,3,18,Non AC,OD,DG,15,Mahindra,NexGen Emerson,4000,2,Airtel VIL,2,7.95872
IN-1488829,RRL,Akola,2022-02-28,OD without DG,GBT,0,Tubular,40,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel,1,1.40946
IN-1762642,RRL,Jalgaon,2022-02-28,OD without DG,GBM,0,Tubular,30,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,2.09791
IN-1496893,RRL,Akola,2022-02-28,OD without DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.36726
IN-1312545,RRL,Latur,2022-02-28,ID+OD with 4TR,RTT,0,Angular,18,Normal,3,16,4,ID AC,DG,40,Mahindra,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,14.00416
IN-1300195,RRL,Raigad,2022-02-28,OD with DG,GBM,0,Tubular,30,Normal,3,21,Non AC,OD,DG,15,Mahindra,NexGen Emerson,4000,2,Airtel VIL,2,5.79191
IN-1053883,RRL,Raigad,2022-02-28,Natural Cooling with DG,GBT,0,Tubular,55,Hub,3,21,NCU,COD,DG,25,Kirloskar,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,5.936
IN-1077773,RRL,Aurangabad,2022-02-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Eicher,NexGen Emerson,4000,2,Airtel VIL Reliance Jio BSNL,4,7.66258
IN-1270085,RRL,Thane,2022-02-28,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,NexGen Delta,4000,2,Airtel BSNL Reliance Jio,3,5.6244
IN-1052815,RRL,Thane,2022-02-28,Natural Cooling with DG,GBT,0,Tubular,40,HUB,3,18,NCU,COD,DG,40,Mahindra,NexGen Emerson,4000,1, Airtel VIL Reliance Jio,3,11.71294
IN-1274843,RRL,Yavatmal,2022-02-28,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2, Airtel VIL Reliance Jio,3,10.5682
IN-1580763,RRL,Parbhani,2022-02-28,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,1.4256
IN-1809317,RRL,Parbhani,2022-02-28,OD with DG,GBT,0,Tubular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,Emerson,4000,1,Airtel,1,1.46934
IN-1253793,RRL,Yavatmal,2022-02-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,8,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.92946
IN-1052307,RRL,Raigad,2022-02-28,ID+OD with 4TR,GBT,0,Angular,40,HUB,3,19,4,ID AC,DG,40,Mahindra,Delta,4000,2,Airtel VIL Tata,3,7.079139
IN-1486888,RRL,Raigad,2022-02-28,OD without DG,GBM,0,Tubular,30,Normal,1,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.6957
IN-1568136,RRL,Raigad,2022-02-28,OD without DG,GBM,0,Tubular,30,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.80486
IN-1070038,RRL,Parbhani,2022-02-28,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Eicher,Delta,4000,1,Airtel VIL BSNL,3,4.769625
IN-1253866,RRL,Parbhani,2022-02-28,OD with DG,GBT,0,Angular,60,Normal,3,18,Non AC,OD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,3.54535
IN-1721281,RRL,Parbhani,2022-03-01,OD with DG,GBT,0,Tubular,40,Normal,1,18,Non AC,OD,DG,15,Mahindra,Emerson,4000,1,Airtel,1,1.63923
IN-1419415,RRL,Nagpur,2022-03-01,OD without DG,GBM,0,Tubular,30,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.5504
IN-1581029,RRL,Pune,2022-03-01,OD without DG,GBM,0,Tubular,30,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.6988
IN-1582836,RRL,SOLAPUR,2022-03-01,OD without DG,RTT,0,Angular,12,Normal,1,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.0672
IN-1093461,RRL,Nagpur,2022-03-01,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,22,NCU,COD,DG,15,Mahindra,Emerson,3200,1,Airtel BSNL,2,2.4624
IN-1053166,RRL,Buldhana,2022-03-01,OD with DG,GBT,0,Tubular,40,Hub,3,14,Non AC,OD,DG,15,Eicher,Emerson,3200,2, Airtel VIL Reliance Jio,3,9.32143
IN-1091714,RRL,Pune City,2022-03-01,Natural Cooling without DG,RTT,0,Tubular,9,Hub,3,20,NCU,COD,Non DG,Non DG,Non DG,NexGen Delta,4000,2,Airtel VIL,2,7.25696
IN-1024528,RRES,Ratnagiri,2022-03-02,Natural Cooling with DG,GBT,0,Angular,70,HUB,3,21,NCU,COD,DG,15,Kirloskar,Delta,4000,1,Reliance Jio,1,2.963502
IN-1052320,RRL,Pune,2022-03-02,ID+OD with 3.76TR,GBT,0,Tubular,40,Hub,3,18,3.76,ID AC,DG,40,Mahindra,Emerson,3200,2,Airtel VIL,2,7.555515
IN-1092261,RRL,Latur,2022-03-02,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,1,Airtel VIL,2,4.55577
IN-1497273,RRL,Latur,2022-03-02,OD without DG,RTT,0,Angular,15,Normal,3,19,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.95662
IN-1093210,RRL,Nanded,2022-03-02,OD with DG,GBT,0,Tubular,50,Normal,3,18,Non AC,OD,DG,15,Kirloskar,Delta,4000,1,VIL Reliance Jio,2,4.00316
IN-1286206,RRL,Ratnagiri,2022-03-02,OD with DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,Airtel VIL,2,2.9975
IN-1363692,RRES,Thane,2022-03-03,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.86754
IN-1304136,RRES,Thane,2022-03-03,OD without DG,RTP,4,Tubular,9,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel,1,3.00295
IN-1278454,RRES,Thane,2022-03-03,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,20,NCU,COD,DG,25,Mahindra,IIPMS Delta,4000,2,Airtel Reliance Jio,2,8.92584
